name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Pret A Manger,Terminal 3,Airside,"Coffee, Fast Food",,,,,,,,,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.",OPEN — on official CDG website,,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Brioche Dorée,Terminal 2A,Landside,Fast Food,,,,,,,,,"Brioche Dorée is a French bakery café chain found widely in airports and shopping centres, serving freshly baked croissants, sandwiches, and coffee.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/briochedoree.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Exki,Terminal 2A,Airside,"Restaurant, Fast Food",,,,,,,,,"Exki is a Belgian healthy fast food chain offering natural, fresh, and organic meals, salads, soups, and snacks, with a strong presence in airports and urban locations.",OPEN — on official CDG website,,"Healthy, Fast Food",https://img.logo.dev/exki.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal 2A,Landside,Fast Food,49.0032,2.5644,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.",OPEN — on official CDG website,1545172979,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2A,Airside,Coffee,49.0027,2.5618,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.",OPEN — on official CDG website,5858256885,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Carl's Jr,Terminal 2B,Airside,Fast Food,49.0041,2.5651,,,,,,,"Carl's Jr is an American fast food chain known for its premium hand-crafted burgers, Famous Star, and bold marketing of its thick, messy charbroiled burgers.",OPEN — on official CDG website,11101603905,Fast Food,https://img.logo.dev/carlsjr.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Table de Michel Roth,Terminal 2B,Airside,Restaurant,49.0046,2.5649,,,,,,,"La Table de Michel Roth is a French gastronomic restaurant concept by Michelin-starred chef Michel Roth, offering refined French cuisine in an airport setting.",OPEN — on official CDG website,11080258226,"French, European",
Paname Tap House,Terminal 2B,Airside,"Bar, Pub",49.0044,2.5648,,,,,,,"Paname Tap House is a French tap house concept found in airports serving a selection of craft beers, wines, and light bites.",OPEN — on official CDG website,11080258224,Bar,
Paul,Terminal 2B,Airside,"Bakery, Coffee",49.0044,2.5648,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.",OPEN — on official CDG website,11080258223,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pret A Manger,Terminal 2B,Airside,"Coffee, Fast Food",49.0041,2.5638,,,,,,,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.",OPEN — on official CDG website,11525100769,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2B,Airside,Coffee,49.0045,2.5643,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.",OPEN — on official CDG website,11080315476,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Strada by It,Terminal 2B,Airside,Restaurant,49.0045,2.5649,,,,,,,Strada by It is an Italian pasta and café concept serving handcrafted pasta dishes and Italian bites in a relaxed setting.,OPEN — on official CDG website,11522293880,Italian,
Sūshi,Terminal 2B,Airside,Restaurant,49.0044,2.5647,,,,,,,Sūshi is a sushi restaurant concept offering Japanese sushi and related dishes.,OPEN — on official CDG website,11522010169,"Japanese, Asian",
Brioche Dorée,Terminal 2C,Landside,Fast Food,,,,,,,,,"Brioche Dorée is a French bakery café chain found widely in airports and shopping centres, serving freshly baked croissants, sandwiches, and coffee.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/briochedoree.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal 2C,Landside,Fast Food,49.0035,2.5739,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.",OPEN — on official CDG website,7256721985,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Paul,Terminal 2C,Landside,"Bakery, Coffee",,,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Brioche Dorée,Terminal 2D,Airside,Fast Food,,,,,,,,,"Brioche Dorée is a French bakery café chain found widely in airports and shopping centres, serving freshly baked croissants, sandwiches, and coffee.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/briochedoree.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Carl's Jr,Terminal 2D,Airside,Fast Food,,,,,,,,,"Carl's Jr is an American fast food chain known for its premium hand-crafted burgers, Famous Star, and bold marketing of its thick, messy charbroiled burgers.",OPEN — on official CDG website,,Fast Food,https://img.logo.dev/carlsjr.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Table de Michel Roth,Terminal 2D,Airside,Restaurant,,,,,,,,,"La Table de Michel Roth is a French gastronomic restaurant concept by Michelin-starred chef Michel Roth, offering refined French cuisine in an airport setting.",OPEN — on official CDG website,,"French, European",
Paname Tap House,Terminal 2D,Airside,"Bar, Pub",,,,,,,,,"Paname Tap House is a French tap house concept found in airports serving a selection of craft beers, wines, and light bites.",OPEN — on official CDG website,,Bar,
Paul,Terminal 2D,Airside,"Bakery, Coffee",,,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pret A Manger,Terminal 2D,Airside,"Coffee, Fast Food",,,,,,,,,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.",OPEN — on official CDG website,,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2D,Airside,Coffee,,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.",OPEN — on official CDG website,,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Strada by It,Terminal 2D,Airside,Restaurant,,,,,,,,,Strada by It is an Italian pasta and café concept serving handcrafted pasta dishes and Italian bites in a relaxed setting.,OPEN — on official CDG website,,Italian,
Sūshi,Terminal 2D,Airside,Restaurant,,,,,,,,,Sūshi is a sushi restaurant concept offering Japanese sushi and related dishes.,OPEN — on official CDG website,,"Japanese, Asian",
Bellota-Bellota,Terminal 2E,Airside,"Restaurant, Bar",,,,,,,,,"Bellota-Bellota is a Parisian luxury Iberian food boutique and restaurant specialising in premium Jamón ibérico, fine charcuterie, and Spanish delicacies.",OPEN — on official CDG website,,"Spanish, European",https://img.logo.dev/bellota-bellota.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Brioche Dorée,Terminal 2E,Airside,Fast Food,,,,,,,,,"Brioche Dorée is a French bakery café chain found widely in airports and shopping centres, serving freshly baked croissants, sandwiches, and coffee.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/briochedoree.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Café Eiffel,Terminal 2E,Landside,"Restaurant, Bar",49.0035,2.5769,,,,,,,"A French-themed cafe serving croissants, baguette sandwiches, coffee, and classic French pastries.",OPEN — on official CDG website,9980252623,"Café, French, European",
Eric Kayser,Terminal 2E,Airside,"Bakery, Coffee",,,,,,,,,"Maison Eric Kayser is a French artisan bakery by master baker Éric Kayser, renowned for its organic sourdough breads, croissants, and French pastries worldwide.",OPEN — on official CDG website,,"Bakery, French, European",https://img.logo.dev/maison-kayser.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Exki,Terminal 2E,Airside,"Restaurant, Fast Food",49.0057,2.5748,,,,,,,"Exki is a Belgian healthy fast food chain offering natural, fresh, and organic meals, salads, soups, and snacks, with a strong presence in airports and urban locations.",OPEN — on official CDG website,4563765491,"Healthy, Fast Food",https://img.logo.dev/exki.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Food & Café,Terminal 2E,Airside,"Cafe, Fast Food",,,,,,,,,"A casual grab-and-go cafe offering sandwiches, salads, pastries, and hot and cold beverages.",OPEN — on official CDG website,,Café,
I love Paris by Guy Martin,Terminal 2E,Airside,Restaurant,,,,,,,,,"A Paris-themed brasserie by Michelin-starred chef Guy Martin, serving refined French cuisine including classic bistro dishes and French specialties.",OPEN — on official CDG website,,"French, European",
Le Bar,Terminal 2E,Airside,Bar,,,,,,,,,"A stylish French bar serving wines, champagne, cocktails, and light French appetizers.",OPEN — on official CDG website,,"French, European, Bar",
McDonald's,Terminal 2E,Airside,Fast Food,49.0049,2.5739,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.",OPEN — on official CDG website,6777593930,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Miyou,Terminal 2E,Airside,Restaurant,,,,,,,,,"A Japanese-French fusion restaurant serving delicate sushi, Japanese-inspired dishes, and French-Japanese desserts.",OPEN — on official CDG website,,"Japanese, Asian, French, European",
Bellota-Bellota,Terminal 2F,Airside,"Restaurant, Bar",49.0061,2.5789,,,,,,,"Bellota-Bellota is a Parisian luxury Iberian food boutique and restaurant specialising in premium Jamón ibérico, fine charcuterie, and Spanish delicacies.",OPEN — on official CDG website,11524320369,"Spanish, European",https://img.logo.dev/bellota-bellota.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Brioche Dorée,Terminal 2F,Airside,Fast Food,49.0038,2.5771,,,,,,,"Brioche Dorée is a French bakery café chain found widely in airports and shopping centres, serving freshly baked croissants, sandwiches, and coffee.",OPEN — on official CDG website,9631120572,"Bakery, Café, French, European",https://img.logo.dev/briochedoree.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Byzance Gourmet Food Bar,Terminal 2F,Airside,"Restaurant, Fast Food",,,,,,,,,"A gourmet food bar serving Mediterranean and Middle Eastern-inspired dishes, mezze, and international street food.",OPEN — on official CDG website,,"Mediterranean, European",
Exki,Terminal 2F,Airside,"Restaurant, Fast Food",49.0062,2.5789,,,,,,,"Exki is a Belgian healthy fast food chain offering natural, fresh, and organic meals, salads, soups, and snacks, with a strong presence in airports and urban locations.",OPEN — on official CDG website,6183011608,"Healthy, Fast Food",https://img.logo.dev/exki.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Ladurée,Terminal 2F,Airside,"Bakery, Cafe",49.0052,2.5765,,,,,,,"Ladurée is a legendary Parisian luxury patisserie and salon de thé, celebrated as the creator of the double-decker macaron and for its exquisite pastries and gifts.",OPEN — on official CDG website,4568676291,"Bakery, French, European",https://img.logo.dev/laduree.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Maison Pradier,Terminal 2F,Airside,"Restaurant, Bakery",49.0051,2.5750,,,,,,,"A Parisian patisserie and bakery serving French pastries, macarons, éclairs, and artisan breads.",OPEN — on official CDG website,4568676590,"Bakery, French, European",https://img.logo.dev/maison-pradier.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal 2F,Airside,Fast Food,,,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.",OPEN — on official CDG website,,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Paul,Terminal 2F,Airside,"Bakery, Coffee",49.0062,2.5747,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.",OPEN — on official CDG website,4568623596,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pret A Manger,Terminal 2F,Airside,"Coffee, Fast Food",49.0022,2.5793,,,,,,,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.",OPEN — on official CDG website,10883135894,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2F,Airside,Coffee,49.0060,2.5789,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.",OPEN — on official CDG website,4563764389,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Exki,Terminal 2G,Airside,"Restaurant, Fast Food",,,,,,,,,"Exki is a Belgian healthy fast food chain offering natural, fresh, and organic meals, salads, soups, and snacks, with a strong presence in airports and urban locations.",OPEN — on official CDG website,,"Healthy, Fast Food",https://img.logo.dev/exki.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Paul,Terminal 2G,Airside,"Bakery, Coffee",,,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.",OPEN — on official CDG website,,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2G,Airside,Coffee,49.0053,2.5775,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.",OPEN — on official CDG website,4568676292,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
