name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Burger King,Main Terminal,Airside,Fast Food,,,,,,Airside Center,,,Burger King is a global American fast food chain best known for the flame-grilled Whopper burger and its 'Have It Your Way' customisation philosophy., fries and soft drinks in the Airside Center.,OPEN — on official ZRH website,Fast Food,https://img.logo.dev/bk.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Bye Bye Bar,Main Terminal,Landside,Bar,,,,,,Check-in 2,,,"A departure bar serving cocktails, wines, and farewell drinks alongside light snacks.",OPEN — on official ZRH website,,Bar,
Caffè Spettacolo,Main Terminal,Landside,"Coffee, Café",,,,,,2 locations,,,"An Italian espresso bar chain serving excellent espresso, cappuccinos, and Italian pastries in a lively setting.",OPEN — on official ZRH website,,"Café, Italian",https://img.logo.dev/caffe-spettacolo.ch?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Caviar House Seafood Bar,Main Terminal,Airside,"Restaurant, Seafood",,,,,,Gates A,,,"A luxury seafood bar serving Petrossian caviar, smoked salmon, oysters, and premium seafood platters with Champagne.", caviar and champagne.,OPEN — on official ZRH website,Seafood,
Center Bar and Kitchen,Main Terminal,Airside,"Bar, Restaurant",,,,,,Airside Center,,,"A central airport bar and kitchen serving a mix of Swiss and international dishes, cocktails, and craft beers.", beers and fresh food.,OPEN — on official ZRH website,International,
Chalet Suisse,Main Terminal,Airside,"Restaurant, Swiss",,,,,,Airside Center,,,"A Swiss chalet-themed restaurant serving classic Alpine dishes including fondue, raclette, and rösti.",OPEN — on official ZRH website,,"German, European",
Chreis 14 / Café BelleVUE,The Circle,Landside,"Café, Restaurant",,,,,,The Circle,,,"A café inspired by Zurich's District 14 neighbourhood, serving Swiss-urban café food, coffee, and local snacks.",OPEN — on official ZRH website,,"Café, German, European",
Confiserie Sprüngli,Main Terminal,Airside,"Café, Confectionery",,,,,,Airside Center,,,"Confiserie Sprüngli is a legendary Zurich luxury confectionery and café, renowned for its Luxemburgerli macarons, pralines, and finest Swiss chocolates since 1836.",OPEN — on official ZRH website,,"Bakery, German, European",https://img.logo.dev/confiserie-sprungli.ch?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Confiseur Bachmann,The Circle,Landside,"Café, Confectionery",,,,,,The Circle,,,"A central Swiss confectionery brand serving handcrafted chocolates, truffles, pastries, and traditional Swiss confections.", pralines and pastries.,OPEN — on official ZRH website,"Bakery, German, European",
Edelweiss Café,Main Terminal,Landside,Café,,,,,,Check-in 1,,,"A café named after Switzerland's national flower, serving Swiss pastries, coffee, and light Swiss lunch dishes.", teas and freshly baked goods.,OPEN — on official ZRH website,"Café, German, European",
Greens,Main Terminal,Landside,"Restaurant, Healthy",,,,,,Airport Shopping,,,"A plant-forward café serving vegetarian and vegan salads, grain bowls, and healthy fresh-cooked dishes.", bowls and nutritious light dishes.,OPEN — on official ZRH website,Healthy,
Holy Cow!,Main Terminal,Landside,"Fast Food, Burgers",,,,,,Check-in 2,,,A Swiss gourmet burger chain serving quality beef burgers made from Swiss-sourced meat with a range of creative toppings.,OPEN — on official ZRH website,,Burgers,https://img.logo.dev/holycow.nyc?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
India,Main Terminal,Landside,"Restaurant, Indian",,,,,,Airport Shopping,,,"An Indian restaurant serving curries, tandoori dishes, biryanis, and traditional Indian breads in a full-service setting.", tandoori dishes and traditional Indian specialities.,OPEN — on official ZRH website,Indian & South Asian,
KFC,Main Terminal,Landside,Fast Food,,,,,,Airport Shopping,,,"KFC (Kentucky Fried Chicken) is a global fast food chain founded by Colonel Harland Sanders, famous for its original recipe fried chicken seasoned with 11 herbs and spices.", tenders and sides served with signature sauces.,OPEN — on official ZRH website,"Fast Food, Steak, Grill Chicken & BBQ",https://img.logo.dev/kfc.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
LEON,The Circle,Landside,Bar,,,,,,The Circle,,,"LEON is a British fast-food chain on a mission to make it easier for everyone to eat well, offering Mediterranean-inspired meals, wraps, and bowls made with whole ingredients.", cocktails and tapas-inspired small plates.,OPEN — on official ZRH website,"Fast Food, Healthy",https://img.logo.dev/leon.co?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
LEON,The Circle,Landside,"Restaurant, Bar",,,,,,The Circle,,,"LEON is a British fast-food chain on a mission to make it easier for everyone to eat well, offering Mediterranean-inspired meals, wraps, and bowls made with whole ingredients.",OPEN — on official ZRH website,,"Fast Food, Healthy",https://img.logo.dev/leon.co?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Little Orient,Main Terminal,Landside,"Restaurant, Asian",,,,,,Airport Shopping,,,"An Asian restaurant serving a mix of Chinese, Japanese, and Southeast Asian dishes including dim sum and noodles.",OPEN — on official ZRH website,,"Asian, Pan-Asian",https://img.logo.dev/littleoriental.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
l'Oro di Napoli,The Circle,Landside,"Restaurant, Italian",,,,,,The Circle,,,"An Italian pizzeria inspired by Naples, serving authentic Neapolitan-style pizza with San Marzano tomatoes and fior di latte.", pasta and antipasti.,OPEN — on official ZRH website,"Pizza, Italian",https://img.logo.dev/lorodinapoli-hanwell.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Marché,Main Terminal,Landside,"Coffee, Café",,,,,,Airport Shopping,,yes,"Marché Mövenpick is a Swiss restaurant chain offering a vibrant market-style dining concept where guests select fresh, made-to-order dishes from live cooking stations.",OPEN — on official ZRH website,,"Grab & Go, International",https://img.logo.dev/marche-restaurants.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Marché,Main Terminal,Airside,Restaurant,,,,,,Airside Center,,,"Marché Mövenpick is a Swiss restaurant chain offering a vibrant market-style dining concept where guests select fresh, made-to-order dishes from live cooking stations.",OPEN — on official ZRH website,,"Grab & Go, International",https://img.logo.dev/marche-restaurants.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Marché,Main Terminal,Airside,Grab & Go,,,,,,Airside Center,,yes,"Marché Mövenpick is a Swiss restaurant chain offering a vibrant market-style dining concept where guests select fresh, made-to-order dishes from live cooking stations.", salads and hot dishes.,OPEN — on official ZRH website,"Grab & Go, International",https://img.logo.dev/marche-restaurants.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Marché,Main Terminal,Airside,Grab & Go,,,,,,Gates E,,yes,"Marché Mövenpick is a Swiss restaurant chain offering a vibrant market-style dining concept where guests select fresh, made-to-order dishes from live cooking stations.",OPEN — on official ZRH website,,"Grab & Go, International",https://img.logo.dev/marche-restaurants.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Main Terminal,Landside,Fast Food,,,,,,Airport Shopping,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries and breakfast items served all day.,OPEN — on official ZRH website,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Negishi Sushi Bar,The Circle,Landside,"Restaurant, Japanese",,,,,,The Circle,,,"A Swiss-Japanese sushi chain serving fresh nigiri, sashimi, and maki rolls alongside Japanese rice and noodle dishes.", maki rolls and Asian dishes.,OPEN — on official ZRH website,"Japanese, Asian",https://img.logo.dev/negishi.ch?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Novu Campus Coffee Bar,The Circle,Landside,"Coffee, Café",,,,,,The Circle,,,"A campus-style coffee bar serving specialty espresso drinks, cold brew, and light snacks in a modern setting.",OPEN — on official ZRH website,,Café,
NZZ Café,Main Terminal,Airside,Café,,,,,,Gates A,,,"A café from the Neue Zürcher Zeitung media brand serving Swiss coffee, newspapers, and light meals in a refined setting.",OPEN — on official ZRH website,,"Café, German, European",
Pizza,Main Terminal,Landside,"Restaurant, Pizza",,,,,,Airport Shopping,,,A pizzeria serving freshly made thin-crust and thick-crust pizzas with classic and seasonal toppings.,OPEN — on official ZRH website,,Pizza,
Pret A Manger,Main Terminal,,"Café, Grab & Go",,,,,,5 locations,,yes,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.", salads, wraps and organic coffee at five airport locations.,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Rice Up!,The Circle,Landside,"Restaurant, Asian",,,,,,The Circle,,,"A healthy grain bowl concept serving customisable rice bowls with a choice of proteins, vegetables, and sauces.", noodles and wok dishes.,OPEN — on official ZRH website,Healthy,
Roots,Main Terminal,Landside,"Restaurant, Bar",,,,,,2 locations,,,"A plant-based restaurant serving vegetarian and vegan dishes rooted in fresh, seasonal, locally sourced ingredients.",OPEN — on official ZRH website,,Healthy,
Sablier Rooftop Restaurant & Bar,The Circle,Landside,"Restaurant, Bar",,,,,,The Circle,,,A rooftop restaurant and bar serving Swiss and international dishes with panoramic views of the airport.,OPEN — on official ZRH website,,International,
Sapori d'Italia,The Circle,Landside,"Restaurant, Italian",,,,,,The Circle,,,"An Italian deli and café serving artisan pasta, antipasti, panini, and Italian wine in a casual setting.",OPEN — on official ZRH website,,"Sandwiches & Deli, Italian",https://img.logo.dev/saporiditalia.it?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sportsbar & Terrace,Main Terminal,Airside,"Bar, Restaurant",,,,,,Airside Center,,,"A sports bar with outdoor terrace serving cold beers, cocktails, and classic bar food during live sports events.",OPEN — on official ZRH website,,Bar,
Sprüngli Café-Bar,Main Terminal,Landside,"Café, Confectionery",,,,,,Airport Shopping,,,"An outpost of Zurich's legendary Sprüngli confectionery house, serving their iconic Luxemburgerli macarons, truffles, and hot chocolate.",OPEN — on official ZRH website,,"Bakery, German, European",
Starbucks,Main Terminal,,"Coffee, Café",,,,,,5 locations,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks at five airport locations.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Startbar,Main Terminal,Airside,Bar,,,,,,2 locations,,,"A departure lounge bar serving pre-flight cocktails, wines, and light snacks for departing passengers.", beers and light bites.,OPEN — on official ZRH website,Bar,
Steiner Flughafebeck,Main Terminal,Landside,"Bakery, Café",,,,,,3 locations,,,"A Swiss airport bakery serving freshly baked loaves, rolls, croissants, and Swiss-style baked goods.", pastries and coffee at three locations.,OPEN — on official ZRH website,"Bakery, German, European",https://img.logo.dev/steiner-flughafebeck.ch?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sternen Grill,Main Terminal,Landside,"Restaurant, Grill",,,,,,Airport Shopping,,,"An outpost of Zurich's historic Sternen Grill, famous for its grilled bratwurst and Swiss sausages served with bread and mustard.",OPEN — on official ZRH website,,"German, European",https://img.logo.dev/sternengrill.ch?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
The Gallery Restaurant,Main Terminal,Landside,Restaurant,,,,,,Check-in 1,,,"A full-service restaurant with an art gallery setting, serving Swiss and international cuisine in an elegant atmosphere.",OPEN — on official ZRH website,,"German, European, International",
TUK,Main Terminal,Landside,"Restaurant, Street Food",,,,,,Airport Shopping,,,"A Thai street-food restaurant inspired by Bangkok's tuk-tuk culture, serving pad thai, curries, and Thai small plates.", curries and noodles.,OPEN — on official ZRH website,"Thai, Asian, Pan-Asian",
Umaizushi,Main Terminal,Landside,"Restaurant, Japanese",,,,,,Airport Shopping,,,"A Japanese sushi restaurant serving hand-crafted nigiri, sashimi, and rolls made with fresh fish.", bento boxes and ramen in the airport shopping area.,OPEN — on official ZRH website,"Japanese, Asian",https://img.logo.dev/umaizushi.shop?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
upperdeck,Main Terminal,Landside,"Restaurant, Bar",,,,,,Airport Shopping,,,"An airside bar and restaurant on the upper level, serving cocktails, wines, and light international dishes with apron views.",OPEN — on official ZRH website,,"Bar, International",https://img.logo.dev/upperdeck.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Villa Antinori da Bindella,Main Terminal,Airside,"Restaurant, Italian, Wine Bar",,,,,,Airside Center,,,"An Italian restaurant by the Bindella group, featuring wines from the Antinori estate alongside Tuscan dishes and pasta.",OPEN — on official ZRH website,,Italian,
Yooji's,Main Terminal,Airside,"Restaurant, Japanese",,,,,,2 locations,,,"Yooji's is a European sushi and Japanese food chain offering conveyor belt sushi dining alongside a menu of hot dishes, noodles, and Japanese-inspired small plates.", sashimi and Japanese bites at two airside locations.,OPEN — on official ZRH website,"Japanese, Asian",https://img.logo.dev/yoojis.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Zoom Restaurant & Bar,The Circle,Landside,"Restaurant, Bar",,,,,,The Circle,,,"A restaurant and bar with panoramic views of the runway, serving Swiss and international dishes.",OPEN — on official ZRH website,,"German, European, International",
Zum Mitnäh (by Hyatt Regency),The Circle,Landside,"Grab & Go, Café",,,,,,The Circle,,yes,"A Hyatt-operated grab-and-go café serving freshly prepared sandwiches, salads, pastries, and coffee.", snacks and beverages.,OPEN — on official ZRH website,Grab & Go,
Züri Kafi,Main Terminal,Landside,"Café, Swiss",,,,,,Airport Shopping,,,"A classic Zurich-style café serving Swiss coffee, zopf (braided bread), and traditional Swiss breakfast and snack items.",OPEN — on official ZRH website,,"Café, German, European",
