name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Il Viaggio,Terminal B,Airside,"Restaurant, Italian",,,,,,,,,"An Italian restaurant serving classic Italian dishes including pasta, risotto, and seafood in a travel-inspired Italian setting.", wood-fired dishes and fine wines.,OPEN — on official LGA website,Italian,
Irving Farm Coffee Roasters,Terminal B,Airside,"Coffee, Café",,,,,,,,,Irving Farm Coffee Roasters is a New York-based specialty coffee roaster and café chain committed to direct-trade sourcing and meticulous single-origin roasting.,OPEN — on official LGA website,,Café,https://img.logo.dev/irvingfarm.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Jamba Juice,Terminal C,Airside,"Café, Smoothies",,,,,,,,,"Jamba is an American smoothie and juice chain offering a wide range of blended fruit and vegetable smoothies, freshly squeezed juices, and health-boosting bowls.", juices and bowls with wholesome ingredients.,OPEN — on official LGA website,"Healthy, Desserts",https://img.logo.dev/jamba.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Jersey Mike's,Terminal C,Airside,"Fast Food, Sandwiches",,,,,,,,,"Jersey Mike's is an American sub sandwich chain known for its fresh-sliced, authentic East Coast-style subs served 'Mike's Way' with oil, vinegar, and seasonings.",OPEN — on official LGA website,,Sandwiches & Deli,https://img.logo.dev/jerseymikes.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Juice Press,Terminal C,Airside,"Café, Juice Bar",,,,,,,,,"Juice Press is a New York-based cold-pressed juice and wellness brand offering organic juices, cleanses, smoothies, and plant-based food to fuel a healthy lifestyle.", smoothies and plant-based snacks.,OPEN — on official LGA website,Healthy,https://img.logo.dev/juicepress.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Junior's Restaurant and Cheesecake,Terminal B,Airside,"Restaurant, American",,,,,,,,,"A Brooklyn institution famous for their New York cheesecake, serving diner-style comfort food alongside the iconic dessert.",OPEN — on official LGA website,,American,
King David Tacos,Terminal C,Airside,"Fast Food, Mexican",,,,,,,,,A kosher taco stand serving Mexican-inspired tacos and wraps that comply with kosher dietary laws.,OPEN — on official LGA website,,"Mexican, Latin American",https://img.logo.dev/kingdavidtacos.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Chula Bar & Taqueria,Terminal B,Airside,"Bar, Mexican",,,,,,,,,"A Mexican taqueria and bar serving street-style tacos, nachos, and margaritas.", margaritas and Mexican-inspired cocktails.,OPEN — on official LGA website,"Mexican, Latin American",
Mad Ave. Market,Terminal B,Airside,"Market, Grab & Go",,,,,,,,,"A Madison Avenue-inspired market offering premium grab-and-go items, snacks, and specialty food products.", snacks and local New York products.,OPEN — on official LGA website,Grab & Go,
Magnolia Bakery,Terminal C,Airside,"Bakery, Café",,,,,,,,,"Magnolia Bakery is an iconic New York City bakery famous for its classic American baked goods, including the beloved vanilla buttercream cupcakes and banana pudding.",OPEN — on official LGA website,,Bakery,https://img.logo.dev/magnoliabakery.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Melt Shop,Terminal B,Airside,"Fast Food, Sandwiches",,,,,,,,,"Melt Shop is an American fast-casual chain specialising in crispy, melty grilled cheese sandwiches and gourmet burgers with creative topping combinations.",OPEN — on official LGA website,,Sandwiches & Deli,https://img.logo.dev/meltshop.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Mezze,Terminal B,Landside,"Restaurant, Mediterranean",,,,,,1,,,"A Mediterranean and Middle Eastern restaurant serving mezze plates, falafel, hummus, and Levantine dishes.",OPEN — on official LGA website,,"Mediterranean, European",
Mi Casa Cantina,Terminal B,Airside,"Restaurant, Mexican",,,,,,,,,"Mi Casa Cantina is a Mexican restaurant concept serving quesadillas, burritos, tacos, and other Tex-Mex dishes in an airport or food hall setting.", quesadillas and margaritas in a festive setting.,OPEN — on official LGA website,"Mexican, Latin American",
Mulberry Street,Terminal B,Airside,"Restaurant, Italian",,,,,,,,,"An Italian-American restaurant inspired by New York's Little Italy, serving classic Italian-American comfort food.",OPEN — on official LGA website,,"Italian, American",https://img.logo.dev/mulberrystreetrestaurant.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
NY Creperie,Terminal B,Airside,"Restaurant, Café",,,,,,,,,A New York creperie serving sweet and savory French-style crepes with creative New York-inspired fillings.,OPEN — on official LGA website,,"Bakery, French, European",
NYC Aglow,Terminal B,Landside,"Market, Gifts",,,,,,,,,A New York-themed bar serving cocktails and light bites inspired by the city that never sleeps.,OPEN — on official LGA website,,"Bar, American",
Orpheus + Apollo,Terminal B,Landside,"Bar, Restaurant",,,,,,,,,A contemporary American bar and bistro serving craft cocktails and seasonal American small plates and entrees.,OPEN — on official LGA website,,American,
Panorama Bar,Terminal B,Airside,Bar,,,,,,,,,"A bar serving cocktails, wines, and beers with a panoramic view of the terminal or runway.",OPEN — on official LGA website,,Bar,
Poppy's Bagels / Chuko Ramen,Terminal C,Airside,"Bakery, Restaurant",,,,,,,,,A combined concept offering freshly made New York bagels alongside ramen from the popular Brooklyn ramen shop Chuko.,OPEN — on official LGA website,,"Sandwiches & Deli, Asian",
Potbelly,Terminal C,Airside,"Fast Food, Sandwiches",,,,,,,,,"Potbelly Sandwich Works is an American sandwich chain offering toasty, made-to-order subs, milkshakes, and live acoustic music in a quirky, neighbourhood-feel shop.",OPEN — on official LGA website,,Sandwiches & Deli,https://img.logo.dev/potbelly.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pour Authority,Terminal B,Landside,Bar,,,,,,,,,A craft beer and wine bar serving a broad rotating selection of local craft beers and wines by the glass., wines and cocktails.,OPEN — on official LGA website,Bar,https://img.logo.dev/pour-authority.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Prime Steakhouse,Terminal C,Airside,"Restaurant, Steakhouse",,,,,,,,,"A classic American steakhouse serving prime beef cuts, seafood, and sides alongside a full bar.", fresh seafood and an extensive wine list.,OPEN — on official LGA website,"Steak, Grill Chicken & BBQ",
Protein Bar & Kitchen,Terminal C,Airside,"Café, Healthy",,,,,,,,,"Protein Bar & Kitchen is an American health-focused fast-casual chain offering high-protein bowls, wraps, salads, and smoothies designed to fuel an active lifestyle.", bowls, wraps and clean-eating options.,"Healthy, Fast Food",https://img.logo.dev/theproteinbar.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Queens Corner,Terminal B,Airside,"Market, Newsstand",,,,,,,,,A New York bar and snack concept celebrating the borough of Queens with diverse food and drink options.,OPEN — on official LGA website,,"Bar, American",
Shake Shack,Terminal B,Airside,"Fast Food, Burgers",,,,,,,,,"Shake Shack is an American fast-casual chain that began as a hot dog cart in NYC's Madison Square Park, now globally renowned for its ShackBurger, crinkle-cut fries, and hand-spun shakes.", flat-top dogs, crinkle-cut fries and frozen custard shakes.,Burgers,https://img.logo.dev/shakeshack.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Soleil Brasserie,Terminal C,Airside,"Restaurant, French",,,,,,,,,"A French brasserie serving classic French dishes including croque monsieur, niçoise salad, and steak frites alongside wines.",OPEN — on official LGA website,,"French, European",
Spirit & Bell,Terminal B,Airside,Bar,,,,,,,,,"A cocktail and spirits bar serving craft cocktails, bourbon selections, and bar snacks.",OPEN — on official LGA website,,Bar,
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks on the concourse to the 90s gates.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks near baggage claim.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal B,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal B,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks near baggage claim.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sunday Supper Trattoria,Terminal C,Airside,"Restaurant, Italian",,,,,,,,,"An Italian trattoria serving classic Italian Sunday dinner comfort food including pasta, meatballs, and Sunday gravy dishes.",OPEN — on official LGA website,,Italian,
Taim Mediterranean Kitchen,Terminal C,Airside,"Restaurant, Mediterranean",,,,,,,,,"A New York Mediterranean kitchen serving fresh falafel wraps, hummus plates, Israeli-inspired salads, and Shakshuka.", hummus and fresh bowls.,OPEN — on official LGA website,"Mediterranean, European",
Talde Noodle Bar,Terminal B,Airside,"Restaurant, Asian",,,,,,,,,A noodle bar from New York chef Dale Talde serving pan-Asian noodle dishes with Filipino and Asian-American influences.,OPEN — on official LGA website,,Asian,
Terrace Bar,Terminal C,Airside,Bar,,,,,,,,,"Terrace Bar is an airport or hotel bar offering drinks and light bites with a relaxed, open-air terrace setting.", beer and wine in a comfortable lounge setting.,OPEN — on official LGA website,Bar,
Terrace Bar,Terminal C,Airside,Bar,,,,,,,,,"Terrace Bar is an airport or hotel bar offering drinks and light bites with a relaxed, open-air terrace setting.", beer and wine in a comfortable lounge setting.,OPEN — on official LGA website,Bar,
The Bowery Bay Shops,Terminal B,Airside,"Market, Shopping",,,,,,,,,"A market and food shop inspired by New York's Bowery neighborhood, offering specialty products and light bites.",OPEN — on official LGA website,,Grab & Go,
The Grille,Terminal C,Airside,"Restaurant, American",,,,,,,,,"An American grill serving classic burgers, sandwiches, and grilled entrees in a straightforward setting.",OPEN — on official LGA website,,"American, Steak, Grill Chicken & BBQ",
The Line Sports Grill,Terminal C,Airside,"Bar, Restaurant",,,,,,,,,"A sports bar and grill serving American bar food including burgers, wings, and nachos with sports coverage.", American pub food and a full bar.,OPEN — on official LGA website,"Bar, American",
The Scoop,Terminal B,Landside,"Ice Cream, Dessert",,,,,,1,,,"The Scoop is an ice cream and dessert concept offering freshly scooped ice cream, shakes, and sweet treats.",OPEN — on official LGA website,,Desserts,
Tony and Benny's Pizza Parlor,Terminal B,Airside,"Restaurant, Pizza",,,,,,,,,A classic New York pizza parlor serving traditional New York-style thin-crust pizza by the slice.,OPEN — on official LGA website,,Pizza,
Trinity Burgers,Terminal C,Airside,"Fast Food, Burgers",,,,,,,,,A gourmet burger restaurant serving quality beef burgers with creative toppings and house-made condiments.,OPEN — on official LGA website,,Burgers,
Uptown Essentials,Terminal B,Airside,"Market, Grab & Go",,,,,,,,,"A New York Uptown market offering packaged snacks, beverages, and essential travel items.", beverages and travel essentials.,OPEN — on official LGA website,Grab & Go,
W.H. Smith,Terminal B,Airside,"Newsstand, Market",,,,,,,,,"A UK-based retail and food chain stocking books, snacks, packaged food, and travel essentials.", magazines, snacks and gifts.,Grab & Go,https://img.logo.dev/whsmith.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Wendy's,Terminal B,Airside,Fast Food,,,,,,,,,"Wendy's is an American international fast food chain known for its square, fresh, never-frozen beef burgers, the iconic Frosty dessert, and made-to-order menu served since 1969.", chicken sandwiches, Frosty desserts and fresh salads.,"Fast Food, Burgers",https://img.logo.dev/wendys.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Wendy's,Terminal C,Airside,Fast Food,,,,,,,,,"Wendy's is an American international fast food chain known for its square, fresh, never-frozen beef burgers, the iconic Frosty dessert, and made-to-order menu served since 1969.", chicken sandwiches, Frosty desserts and fresh salads.,"Fast Food, Burgers",https://img.logo.dev/wendys.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Zaro's Family Bakery,Terminal B,Airside,"Bakery, Café",,,,,,,,,"Zaro's Family Bakery is a New York institution known for its fresh-baked breads, pastries, and sandwiches, with a major presence in NYC transit hubs since 1927.", pastries, sandwiches and coffee since 1927.,Bakery,
