name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
7 Eleven,Terminal 1,Landside,"Market, Grab & Go",,,,,24 HRS,Lower,,,"A convenience store with ready-to-eat snacks, sandwiches, hot dogs, and beverages for travellers on the go.", drinks and travel essentials.,OPEN — on official MEX website,Grab & Go,
Krispy Kreme,Terminal 1,Airside,"Coffee, Bakery",,,,,24 HRS,Upper,,,"Krispy Kreme is an American multinational donut company and coffeehouse chain renowned for its original glazed yeast doughnuts, freshly made and served hot from the oven.",OPEN — on official MEX website,,"Bakery, Desserts",https://img.logo.dev/krispykreme.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Krispy Kreme,Terminal 1,Landside,"Coffee, Bakery",,,,,24 HRS,Lower,,,"Krispy Kreme is an American multinational donut company and coffeehouse chain renowned for its original glazed yeast doughnuts, freshly made and served hot from the oven.",OPEN — on official MEX website,,"Bakery, Desserts",https://img.logo.dev/krispykreme.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Italiannis,Terminal 1,Airside,"Restaurant, Italian",,,,,06:00–23:00,Upper,,,"An Italian-American casual dining chain serving pasta, pizza, salads, and sandwiches in a relaxed atmosphere.", pizza and classic Italian dishes.,OPEN — on official MEX website,"Italian, American",https://img.logo.dev/italiannis.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 1,Airside,"Fast Food, Sandwiches",,,,,06:00–23:00,Upper,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads and wraps to order.,OPEN — on official MEX website,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 1,Airside,"Fast Food, Sandwiches",,,,,06:00–23:00,Upper,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads and wraps to order.,OPEN — on official MEX website,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Taco Inn,Terminal 1,Airside,"Fast Food, Mexican",,,,,05:00–02:00,Upper,,,"A Mexican fast-food taco chain serving tacos, burritos, and Mexican snacks quickly and affordably.", quesadillas and antojitos.,OPEN — on official MEX website,"Mexican, Latin American, Fast Food",
Pronto Gino's,Terminal 1,Airside,"Fast Food, Italian",,,,,06:30–23:00,Upper,,,"Pronto Gino's is an Italian fast-casual pizza and pasta concept serving classic Italian dishes in a quick, accessible format.", pasta and Italian snacks.,OPEN — on official MEX website,"Pizza, Italian",
Pronto Gino's,Terminal 1,Airside,"Coffee, Café",,,,,24 HRS,Upper,,,"Pronto Gino's is an Italian fast-casual pizza and pasta concept serving classic Italian dishes in a quick, accessible format.",OPEN — on official MEX website,,"Pizza, Italian",
Cinnabon,Terminal 1,Landside,"Bakery, Coffee",,,,,24 HRS,Lower,,,"Cinnabon is an American bakery chain world-famous for its freshly baked, gooey cinnamon rolls made with signature Makara cinnamon and cream cheese frosting.",OPEN — on official MEX website,,Bakery,https://img.logo.dev/cinnabon.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal 1,Airside,Fast Food,,,,,24 HRS,Upper,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries, breakfast items and McCafé drinks.,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal 1,Airside,Fast Food,,,,,24 HRS,Upper,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries, breakfast items and McCafé drinks.,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Deli&Cia Daily Smart Food,Terminal 1,Airside,"Restaurant, Grab & Go",,,,,24 HRS,Upper,,,"A deli-style café offering sandwiches, salads, and fresh-prepared items aimed at health-conscious travellers.",OPEN — on official MEX website,,"Sandwiches & Deli, Café",
Tacañon,Terminal 1,Airside,"Fast Food, Mexican",,,,,24 HRS,Upper,,,"A Mexican taco and antojito bar serving a range of tacos, quesadillas, and traditional street-food snacks.",OPEN — on official MEX website,,"Mexican, Latin American, Fast Food",
La Buena Tierra,Terminal 1,Airside,Fast Food,,,,,24 HRS,Upper,,,"A Mexican restaurant focusing on wholesome, natural ingredients, serving salads, soups, and traditional dishes with a healthy slant.",OPEN — on official MEX website,,"Mexican, Latin American, Healthy",https://img.logo.dev/labuenatierra.be?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sbarro,Terminal 1,Airside,"Fast Food, Pizza",,,,,24 HRS,Upper,,,"Sbarro is an Italian-American pizza chain synonymous with mall and food court dining, known for its giant New York-style pizza slices, stromboli, and pasta dishes.",OPEN — on official MEX website,,"Pizza, Italian",https://img.logo.dev/sbarro.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sbarro,Terminal 1,Airside,"Fast Food, Pizza",,,,,24 HRS,Upper,,,"Sbarro is an Italian-American pizza chain synonymous with mall and food court dining, known for its giant New York-style pizza slices, stromboli, and pasta dishes.",OPEN — on official MEX website,,"Pizza, Italian",https://img.logo.dev/sbarro.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
El Gran Pastor,Terminal 1,Airside,"Market, Grab & Go",,,,,06:00–22:00,Upper,,,El Gran Pastor is a Mexican taqueria serving traditional tacos al pastor and classic Mexican street food dishes.,OPEN — on official MEX website,,"Mexican, Latin American",
El Café Bar,Terminal 1,Airside,"Bar, Café",,,,,04:00–21:30,Upper,,,"A café-bar serving coffee drinks, alcoholic beverages, and light Mexican snacks throughout the day.", light snacks and drinks.,OPEN — on official MEX website,"Café, Bar",
Wings,Terminal 1,Airside,"Restaurant, Bar",,,,,24 HRS,Upper,,,"Wings is a quick-service chicken wings concept found in food courts and airports, offering a range of chicken wing flavours and sides.", burgers and drinks.,OPEN — on official MEX website,"Fast Food, Steak, Grill Chicken & BBQ",
Wings,Terminal 1,Landside,"Restaurant, Bar",,,,,24 HRS,Lower,,,"Wings is a quick-service chicken wings concept found in food courts and airports, offering a range of chicken wing flavours and sides.", burgers and drinks in the arrivals area.,OPEN — on official MEX website,"Fast Food, Steak, Grill Chicken & BBQ",
Picard,Terminal 1,Airside,Fast Food,,,,,07:00–21:00,Upper,,,"A French-inspired frozen and fresh food concept offering prepared meals, pastries, and chilled dishes to go.",OPEN — on official MEX website,,"French, European, Sandwiches & Deli",https://img.logo.dev/picard.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Chilim Balam,Terminal 1,Airside,"Market, Grab & Go",,,,,06:00–22:00,Upper,,,"Chilim Balam is a Mexican restaurant concept serving traditional Mexican cuisine and street food in a contemporary, casual setting.",OPEN — on official MEX website,,"Mexican, Latin American",
Ke Rico,Terminal 1,Airside,Fast Food,,,,,05:00–22:00,Upper,,,"Ke Rico is a Mexican food concept serving traditional Mexican flavours and dishes including tacos, burritos, and antojitos.",OPEN — on official MEX website,,"Mexican, Latin American",
Fly By Wings,Terminal 1,Airside,Fast Food,,,,,06:00–21:30,Upper,,,A chicken wings bar serving crispy wings in a range of sauces alongside fries and cold beers.,OPEN — on official MEX website,,Bar,
Garabatos,Terminal 1,Airside,Fast Food,,,,,06:30–22:00,Upper,,,"Garabatos is a Spanish-style café chain offering coffee, tapas-inspired light bites, and pastries in airports and travel hubs.",OPEN — on official MEX website,,"Café, Spanish, European",
Garabatos,Terminal 1,Landside,"Coffee, Café",,,,,10:00–19:00,Lower,,,"Garabatos is a Spanish-style café chain offering coffee, tapas-inspired light bites, and pastries in airports and travel hubs.",OPEN — on official MEX website,,"Café, Spanish, European",
Baron Rojo,Terminal 1,Landside,"Restaurant, Bar",,,,,24 HRS,Lower,,,"A bar and grill serving drinks, snacks, and light bites in a relaxed setting.",OPEN — on official MEX website,,"Bar, Steak, Grill Chicken & BBQ",
El Globo,Terminal 1,Landside,"Coffee, Bakery",,,,,24 HRS,Lower,,,"El Globo is a Mexican bakery chain known for its traditional pan dulce (sweet bread), pastries, and cakes, with a long heritage in Mexican baking culture.", cakes and hot drinks.,OPEN — on official MEX website,"Bakery, Latin American, Mexican",https://img.logo.dev/elglobo.com.mx?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Café Punta del Cielo,Terminal 1,Landside,"Coffee, Café",,,,,06:00–22:00,Lower,,,"A Mexican specialty coffee brand serving espresso drinks, cold brew, and light snacks such as pastries and sandwiches.",OPEN — on official MEX website,,Café,
Dotcom,Terminal 1,Airside,"Coffee, Café",,,,,24 HRS,Upper,,,"A café with internet access serving coffee, light meals, and snacks, popular with travellers needing a quick bite and Wi-Fi.",OPEN — on official MEX website,,Café,
Juan Valdez Café,Terminal 1,Airside,"Coffee, Café",,,,,24 HRS,Upper,,,"Juan Valdez Café is a Colombian coffee brand and café chain representing the Colombian Coffee Growers Federation, serving 100% Colombian coffees and pastries.",OPEN — on official MEX website,,"Café, Latin American",https://img.logo.dev/juanvaldez.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Cucara Macara,Terminal 1,Airside,"Restaurant, Bar",,,,,06:30–23:30,Upper,,,"A Mexican snack bar serving traditional antojitos, tortas, and light Mexican street-food bites.",OPEN — on official MEX website,,"Mexican, Latin American, Fast Food",
Xocolia,Terminal 1,Airside,Fast Food,,,,,06:00–22:00,Upper,,,"A Mexican chocolate and artisan sweet shop serving hot chocolate, truffles, and traditional cacao-based confections.",OPEN — on official MEX website,,"Mexican, Latin American, Desserts",
Helados Santa Clara,Terminal 1,Landside,"Ice Cream, Dessert",,,,,07:00–21:00,Lower,,,"A Mexican ice cream parlour chain serving creamy artisan ice cream, popsicles, and traditional flavours like rompope and leche quemada.",OPEN — on official MEX website,,Desserts,
Pasión del Cielo,Terminal 1,Landside,"Coffee, Café",,,,,"Mon–Fri 06:00–23:00, Sat 07:00–21:00, Sun 08:00–20:00",Lower,,,Pasión del Cielo is a Miami-based Latin American specialty coffee shop known for its high-quality Colombian and Latin American coffee beans and Cuban-inspired café culture.,OPEN — on official MEX website,,"Café, Latin American",https://img.logo.dev/pasiondelcielocoffee.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pasión del Cielo,Terminal 1,Landside,"Coffee, Café",,,,,"Mon–Fri 06:00–23:00, Sat 07:00–21:00, Sun 08:00–20:00",Lower,,,Pasión del Cielo is a Miami-based Latin American specialty coffee shop known for its high-quality Colombian and Latin American coffee beans and Cuban-inspired café culture.,OPEN — on official MEX website,,"Café, Latin American",https://img.logo.dev/pasiondelcielocoffee.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Salute,Terminal 1,Airside,"Restaurant, Fast Food",,,,,24 HRS,Upper,,,"Salute is an Italian-themed bar or restaurant concept serving wines, aperitivos, and Italian-inspired food.",OPEN — on official MEX website,,"Bar, Italian",
Maison Kayser,Terminal 1,Airside,"Bakery, Café",,,,,24 HRS,Upper,,,"Maison Kayser is a French artisan bakery founded by master baker Éric Kayser, renowned for its organic sourdough breads, croissants, and French pastries.", croissants and pastries.,OPEN — on official MEX website,"Bakery, French, European",https://img.logo.dev/maison-kayser.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Semillero,Terminal 1,Airside,"Restaurant, Healthy",,,,,06:00–22:00,Upper,,,"A plant-forward café and restaurant serving vegetarian and vegan dishes, grain bowls, salads, and fresh juices.",OPEN — on official MEX website,,Healthy,
Gloria Jean's Coffees,Terminal 1,Airside,"Coffee, Café",,,,,06:00–12:00,Upper,,,"Gloria Jean's Coffees is an Australian specialty coffee chain offering handcrafted espresso drinks and flavoured coffees, with a particularly strong presence in Asia Pacific.", frappes and light bites.,OPEN — on official MEX website,Café,https://img.logo.dev/gloriajeans.com.au?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Pick & Joy,Terminal 1,Airside,Fast Food,,,,,07:00–22:00,Upper,,,"A health-focused grab-and-go kiosk serving fresh fruit cups, salads, juices, and light snacks.",OPEN — on official MEX website,,"Grab & Go, Healthy",
Pizza Bar,Terminal 1,Airside,"Fast Food, Pizza",,,,,06:00–23:00,Upper,,,A casual pizzeria serving slices and whole pizzas with classic and Mexican-inspired toppings.,OPEN — on official MEX website,,Pizza,
La Baguetelle,Terminal 1,Airside,"Bakery, Café",,,,,24 HRS,Upper,,,"A French-style café and bakery serving baguette sandwiches, croissants, pastries, and coffee.", pastries and fresh sandwiches.,OPEN — on official MEX website,"Bakery, French, European",
La Taba,Terminal 1,Airside,"Bar, Restaurant",,,,,07:00–23:00,Upper,,,"La Taba is a Spanish-inspired tapas and wine bar concept offering a selection of small plates, charcuterie, and Spanish drinks.",OPEN — on official MEX website,,"Spanish, European",
El Alcatraz,Terminal 1,Airside,Fast Food,,,,,,,Upper,,"A Mexican bar and restaurant serving beer, cocktails, and traditional Mexican snacks and antojitos.",Quick-service food stall with snacks and meals.,OPEN — on official MEX website,"Bar, Latin American, Mexican",
Tasca Don Quino,Terminal 1,Airside,"Restaurant, Spanish",,,,,,,Upper,,"A Spanish-style tapas restaurant with 25 years at MEX, serving jamón and cheese boards, Spanish omelette, chistorra, and wine.",Spanish-inspired tasca with tapas, wines and traditional dishes.,"Spanish, European",
El Fogoncito,Terminal 1,Airside,"Restaurant, Mexican",,,,,06:00–22:00,Upper,,,El Fogoncito is a Mexican taqueria chain from Mexico City known for its traditional tacos al pastor and other classic Mexican street food dishes., flautas and antojitos.,OPEN — on official MEX website,"Mexican, Latin American",https://img.logo.dev/fogoncito.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Nagaoka,Terminal 1,Airside,"Restaurant, Japanese",,,,,07:00–23:00,Upper,,,"A Japanese restaurant serving sushi rolls, nigiri, ramen, and other Japanese dishes in a casual airport setting.", ramen and traditional Japanese dishes.,OPEN — on official MEX website,"Japanese, Asian",
Starbucks,Terminal 1,Airside,"Restaurant, Bar, Coffee",,,,,07:00–22:00,Upper,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", Vips restaurant and Starbucks coffee.,OPEN — on official MEX website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Taba,Terminal 1,Airside,"Bar, Restaurant",,,,,07:00–23:00,Upper,,,"La Taba is a Spanish-inspired tapas and wine bar concept offering a selection of small plates, charcuterie, and Spanish drinks.",OPEN — on official MEX website,,"Spanish, European",
100% Natural,Terminal 1,Airside,"Restaurant, Healthy",,,,,,,Upper,,"A Mexican casual restaurant chain known for fresh salads, fruit bowls, smoothies, and light Mexican dishes made with natural ingredients.",Health-focused Mexican chain with fresh juices, salads and natural food.,"Mexican, Latin American, Healthy",
Tere Cazola,Terminal 1,Airside,"Bakery, Café",,,,,"Mon–Sat 07:30–22:00, Sun 09:00–21:00",Upper,,,"A popular Mexican dessert and pastry shop known for its tres leches cake, brownies, and traditional Mexican sweets.",OPEN — on official MEX website,,"Bakery, Latin American, Mexican",https://img.logo.dev/terecazola.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
El Fogoncito,Terminal 2,Landside,"Restaurant, Mexican",,,,,06:00–22:00,Lower,,,El Fogoncito is a Mexican taqueria chain from Mexico City known for its traditional tacos al pastor and other classic Mexican street food dishes., flautas and antojitos.,OPEN — on official MEX website,"Mexican, Latin American",https://img.logo.dev/fogoncito.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
7 Eleven,Terminal 2,Airside,"Market, Grab & Go",,,,,24 HRS,Upper,,,"A convenience store with ready-to-eat snacks, sandwiches, hot dogs, and beverages for travellers on the go.", drinks and travel essentials.,OPEN — on official MEX website,Grab & Go,
7 Eleven,Terminal 2,Airside,"Market, Grab & Go",,,,,24 HRS,Upper,,,"A convenience store with ready-to-eat snacks, sandwiches, hot dogs, and beverages for travellers on the go.", drinks and travel essentials.,OPEN — on official MEX website,Grab & Go,
El Gran Pastor,Terminal 2,Airside,"Market, Grab & Go",,,,,06:00–22:00,Upper,,,El Gran Pastor is a Mexican taqueria serving traditional tacos al pastor and classic Mexican street food dishes.,OPEN — on official MEX website,,"Mexican, Latin American",
Krispy Kreme,Terminal 2,Airside,"Coffee, Bakery",,,,,24 HRS,Upper,,,"Krispy Kreme is an American multinational donut company and coffeehouse chain renowned for its original glazed yeast doughnuts, freshly made and served hot from the oven.",OPEN — on official MEX website,,"Bakery, Desserts",https://img.logo.dev/krispykreme.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Chilim Balam,Terminal 2,Airside,"Market, Grab & Go",,,,,06:00–22:00,Upper,,,"Chilim Balam is a Mexican restaurant concept serving traditional Mexican cuisine and street food in a contemporary, casual setting.",OPEN — on official MEX website,,"Mexican, Latin American",
Wings,Terminal 2,Airside,"Restaurant, Bar",,,,,06:00–22:30,Upper,,,"Wings is a quick-service chicken wings concept found in food courts and airports, offering a range of chicken wing flavours and sides.", burgers and drinks.,OPEN — on official MEX website,"Fast Food, Steak, Grill Chicken & BBQ",
Wings,Terminal 2,Landside,"Restaurant, Bar",,,,,07:00–22:30,Lower,,,"Wings is a quick-service chicken wings concept found in food courts and airports, offering a range of chicken wing flavours and sides.", burgers and drinks in the arrivals area.,OPEN — on official MEX website,"Fast Food, Steak, Grill Chicken & BBQ",
Tortas Don Polo,Terminal 2,Airside,"Fast Food, Mexican",,,,,07:00–22:00,Upper,,,"A Mexican torta (sandwich) shop serving overstuffed tortas with fillings including milanesa, carnitas, and chorizo on fresh rolls.",OPEN — on official MEX website,,"Mexican, Latin American",
Carl's Jr,Terminal 2,Airside,Fast Food,,,,,06:00–22:30,Upper,,,"Carl's Jr is an American fast food chain known for its premium hand-crafted burgers, Famous Star, and bold marketing of its thick, messy charbroiled burgers.",OPEN — on official MEX website,,Fast Food,https://img.logo.dev/carlsjr.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Carl's Jr,Terminal 2,Airside,Fast Food,,,,,06:00–22:30,Upper,,,"Carl's Jr is an American fast food chain known for its premium hand-crafted burgers, Famous Star, and bold marketing of its thick, messy charbroiled burgers.",OPEN — on official MEX website,,Fast Food,https://img.logo.dev/carlsjr.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Vieja Molienda,Terminal 2,Airside,"Coffee, Café",,,,,06:00–22:30,Upper,,,A Mexican restaurant serving traditional regional dishes with an emphasis on classic home-style cooking and local ingredients.,OPEN — on official MEX website,,"Mexican, Latin American",
El Globo,Terminal 2,Airside,"Coffee, Bakery",,,,,05:00–22:00,Upper,,,"El Globo is a Mexican bakery chain known for its traditional pan dulce (sweet bread), pastries, and cakes, with a long heritage in Mexican baking culture.", cakes and hot drinks.,OPEN — on official MEX website,"Bakery, Latin American, Mexican",https://img.logo.dev/elglobo.com.mx?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
100°C Fresco y Mexicano,Terminal 2,Airside,"Restaurant, Mexican",,,,,06:00–22:00,Upper,,,"A Mexican casual dining concept serving fresh, traditional Mexican dishes including soups, salads, and main courses made to order.",OPEN — on official MEX website,,"Mexican, Latin American",
China King,Terminal 2,Airside,"Restaurant, Chinese",,,,,09:00–21:00,Upper,,,"A Chinese fast-food restaurant serving fried rice, noodles, and classic Chinese-American dishes.",OPEN — on official MEX website,,"Chinese, Asian, Fast Food",
Sbarro,Terminal 2,Airside,"Fast Food, Pizza",,,,,07:00–22:00,Upper,,,"Sbarro is an Italian-American pizza chain synonymous with mall and food court dining, known for its giant New York-style pizza slices, stromboli, and pasta dishes.",OPEN — on official MEX website,,"Pizza, Italian",https://img.logo.dev/sbarro.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 2,Airside,"Fast Food, Sandwiches",,,,,06:00–23:00,Upper,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads and wraps to order.,OPEN — on official MEX website,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 2,Airside,"Fast Food, Sandwiches",,,,,06:00–23:00,Upper,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads and wraps to order.,OPEN — on official MEX website,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Garabatos,Terminal 2,Airside,Fast Food,,,,,06:30–22:00,Upper,,,"Garabatos is a Spanish-style café chain offering coffee, tapas-inspired light bites, and pastries in airports and travel hubs.",OPEN — on official MEX website,,"Café, Spanish, European",
Quiznos,Terminal 2,Airside,"Fast Food, Sandwiches",,,,,,,Upper,,"Quiznos is an American fast-food sandwich chain known for its toasted sub sandwiches made with premium meats, cheeses, and signature sauces melted in a conveyor oven.",Toasted submarine sandwiches with premium ingredients.,OPEN — on official MEX website,Sandwiches & Deli,https://img.logo.dev/quiznos.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Potzollcalli,Terminal 2,Airside,"Restaurant, Mexican",,,,,,,Upper,,A Mexican restaurant specialising in pozole — a hearty traditional hominy and pork soup served with garnishes — alongside other regional dishes.,Traditional Mexican restaurant specialising in pozole and regional dishes.,OPEN — on official MEX website,"Mexican, Latin American",https://img.logo.dev/potzollcalli.com.mx?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Salute,Terminal 2,Airside,"Restaurant, Fast Food",,,,,,,Upper,,"Salute is an Italian-themed bar or restaurant concept serving wines, aperitivos, and Italian-inspired food.",Quick-service restaurant with international dishes and snacks.,OPEN — on official MEX website,"Bar, Italian",
Farolito,Terminal 2,Airside,"Restaurant, Mexican",,,,,,,Upper,,"A well-known Mexico City taquería serving traditional tacos including al pastor, suadero, and carnitas in a no-frills setting.",Traditional taqueria with tacos, burritos and Mexican street food.,"Mexican, Latin American",https://img.logo.dev/farolito.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sushi-Itto,Terminal 2,Airside,"Restaurant, Japanese",,,,,,,Upper,,Sushi-Itto is a Mexican Japanese restaurant chain offering a creative fusion of traditional sushi rolls and Japanese dishes tailored for Latin American palates.,Mexican-Japanese sushi chain with rolls, nigiri and fusion bites.,"Japanese, Asian",https://img.logo.dev/sushi-itto.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2,Airside,"Coffee, Café",,,,,24 HRS,Upper,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2,Airside,"Coffee, Café",,,,,24 HRS,Upper,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 2,Landside,"Coffee, Café",,,,,05:00–24:00,Lower,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Taba Sport Bar,Terminal 2,Airside,"Bar, Restaurant",,,,,,,Upper,,"A sports bar in Terminal 2 with large screens, cold beer, and a menu of botanas, wings, and Mexican bar food.",Sports bar with screens, drinks and Mexican bar food.,Bar,
