name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Madrí,T1,Airside,"Bar, Spanish",,,,,,,,,"A Madrid-themed restaurant and cafe celebrating local Madrid cuisine with Spanish tapas, bocadillos, and local wines.",OPEN — on official MAD website,,"Spanish, European",https://img.logo.dev/madriexcepcional.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
MasQMenos,T1,Airside,"Restaurant, Spanish",,,,,,,,,A Madrid-based tapas and cocktail bar serving creative Spanish tapas alongside a broad cocktail menu.,OPEN — on official MAD website,,"Spanish, European",https://img.logo.dev/masqmenos.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Farine,T1,Airside,"Bakery, Café",,,,,,,,,"An artisan bakery serving freshly baked breads, croissants, and French and Spanish pastries.", pastries and café drinks.,OPEN — on official MAD website,Bakery,
Pannus,T1,Airside,"Cafeteria, Bakery",,,,,,,,,"A Spanish bakery serving freshly baked artisan breads, empanadas, and Spanish-style pastries.", pastries and fresh coffee.,OPEN — on official MAD website,"Bakery, Spanish, European",
Paul,"T1, T2",Airside,"Bakery, Café",,,,,,,,,"PAUL is a French artisan bakery and café with heritage dating to 1889, offering traditional baguettes, viennoiseries, sandwiches, and pâtisseries in a classic boulangerie setting.", croissants, sandwiches and coffee.,"Bakery, Café, French, European",https://img.logo.dev/paul.fr?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Caffè Ritazza,T1,Airside,"Coffee, Café",,,,,,,,,"Caffè Ritazza is an international café chain operated by SSP Group, commonly found in airports and travel hubs, serving espresso drinks, teas, and light food.", pastries and light bites.,OPEN — on official MAD website,Café,https://img.logo.dev/ritazza.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Santa Gloria,T1,Airside,"Cafeteria, Bakery",,,,,,,,,"A Spanish bakery and cafe chain serving artisan breads, croissants, pastries, and specialty coffee.", pastries and fresh coffee.,OPEN — on official MAD website,"Bakery, Spanish, European",https://img.logo.dev/santagloria.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,"T1, T2",Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Café Pans,T1,Airside,"Coffee, Café",,,,,,,,,"A Spanish-style sandwich and cafe chain serving bocadillos, croissants, and coffee drinks.", sandwiches and light snacks.,OPEN — on official MAD website,"Café, Spanish, European",
Central Café,T1,Airside,"Coffee, Café",,,,,,,,,"A central airport cafe serving espresso, pastries, and light Spanish snacks.",OPEN — on official MAD website,,"Café, Spanish, European",
Chia,T1,Airside,"Coffee, Café, Healthy",,,,,,,,,"A health food cafe serving chia bowls, salads, smoothies, and organic healthy snacks.",OPEN — on official MAD website,,Healthy,
Chök,T1,Airside,"Café, Dessert",,,,,,,,,A Barcelona-born gourmet doughnut and croissant brand serving creative pastries including their signature churros-doughnuts.,OPEN — on official MAD website,,"Bakery, Spanish, European",https://img.logo.dev/chok.shop?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Coffee Republic,T1,Airside,"Coffee, Café",,,,,,,,,"A British coffee chain serving espresso drinks, smoothies, and light cafe snacks.",OPEN — on official MAD website,,Café,https://img.logo.dev/coffeerepub.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Aloha,T1,Airside,Fast Food,,,,,,,,,A Hawaiian and beach-inspired restaurant serving tropical cocktails and light dishes., snacks and drinks.,OPEN — on official MAD website,"Bar, International",
Burger King,"T1, T2, T3, T4, T4S",Airside,Fast Food,,,,,,,,,Burger King is a global American fast food chain best known for the flame-grilled Whopper burger and its 'Have It Your Way' customisation philosophy., fries and drinks at multiple terminal locations.,OPEN — on official MAD website,Fast Food,https://img.logo.dev/bk.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Hungry Club,"T1, T2, T3",Airside,Fast Food,,,,,,,,,"A Spanish fast-casual chain serving burgers, sandwiches, and quick meals with Spanish-inspired ingredients.", sandwiches and sides across multiple terminals.,OPEN — on official MAD website,"Spanish, European, Fast Food",
McDonald's,T1,Airside,Fast Food,,,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries and breakfast items served all day.,OPEN — on official MAD website,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Foodies,"T1, T2",Airside,"Market, Grab & Go",,,,,,,,yes,A casual food hall concept serving diverse Spanish and international food options from multiple stalls., snacks and grab-and-go meals.,OPEN — on official MAD website,Grab & Go,
La Bottega del Tartufo,T1,Airside,"Market, Italian",,,,,,,,,"An Italian truffle specialty shop and restaurant serving truffle-infused pastas, risottos, and artisan truffle products.",OPEN — on official MAD website,,Italian,https://img.logo.dev/labottegadeltartufo.it?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Chinata,T1,Airside,"Market, Spanish",,,,,,,,,A premium Spanish olive oil boutique and tapas bar serving dishes featuring Extremaduran olive oil and regional Spanish products.,OPEN — on official MAD website,,"Spanish, European",https://img.logo.dev/lachinata.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
La Jamonería,T1,Airside,"Market, Spanish",,,,,,,,,"A Spanish jamón shop and bar serving carved jamón ibérico, Spanish cheeses, and wines.",OPEN — on official MAD website,,"Spanish, European",
Levadura madre,T1,Airside,"Bakery, Café",,,,,,,,,"A Spanish sourdough bakery chain serving artisan sourdough breads, pastries, and specialty coffee.",OPEN — on official MAD website,,"Bakery, Spanish, European",https://img.logo.dev/levaduramadre.es?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Moscovitas,T1,Airside,"Bakery, Confectionery",,,,,,,,,A Spanish pastry shop serving moscovita cookies — thin caramelized almond wafers from Salamanca — and other Spanish confections.,OPEN — on official MAD website,,"Bakery, Spanish, European",
Oliva & Bellota,T1,Airside,"Market, Spanish",,,,,,,,,"A Spanish olive oil and Iberian products bar and shop showcasing premium Spanish olives, oils, and jamón ibérico de bellota.", acorn-fed ham and regional products.,OPEN — on official MAD website,"Spanish, European",
On your way,T1,Airside,"Market, Grab & Go",,,,,,,,yes,"A grab-and-go concept offering freshly packaged sandwiches, snacks, and beverages for travelers in a hurry.", sandwiches and travel essentials.,OPEN — on official MAD website,Grab & Go,
Pret A Manger,"T1, T2",Airside,"Café, Grab & Go",,,,,,,,yes,"Pret A Manger is a British-born multinational sandwich and café chain known for its freshly made, handcrafted sandwiches, salads, and organic coffees.", salads, wraps and organic coffee.,"Sandwiches & Deli, Café",https://img.logo.dev/pret.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Sibarium,"T1, T2, T3, T4",Airside,"Café, Restaurant",,,,,,,,,A Mediterranean-inspired restaurant and bar serving Spanish and Mediterranean dishes alongside wines and cocktails.,OPEN — on official MAD website,,"Spanish, European, Mediterranean",
Torrons Vicens,T1,Airside,"Confectionery, Market",,,,,,,,,"A Catalan artisan turron (nougat) shop from Agramunt, selling traditional Spanish almond nougat in classic and creative flavors.", turron and seasonal sweets.,OPEN — on official MAD website,"Bakery, Spanish, European",
Tutti Frutti,"T1, T2, T3",Airside,"Dessert, Ice Cream",,,,,,,,,A Spanish frozen yogurt and gelato chain serving self-serve frozen yogurt with fresh fruit and topping stations.,OPEN — on official MAD website,,Desserts,https://img.logo.dev/tuttifrutti.in?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Balbisiana,T1,Airside,"Restaurant, Italian",,,,,,,,,"An Italian restaurant serving handmade pastas, wood-fired pizzas, and traditional Italian dishes.", pizza and classic Italian dishes.,OPEN — on official MAD website,Italian,
Betelsweet,T1,Airside,"Café, Dessert",,,,,,,,,"A dessert and coffee bar serving artisan chocolates, cakes, and specialty espresso drinks.",OPEN — on official MAD website,,"Desserts, Café",
Flax & Kale,"T1, T2, T3",Airside,"Restaurant, Healthy",,,,,,,,,"A Barcelona-born plant-based and healthy restaurant serving flexitarian bowls, avocado toast, and organic juices.",OPEN — on official MAD website,,Healthy,
Kabuki,T1,Airside,"Restaurant, Japanese",,,,,,,,,A celebrated Madrid-origin Japanese-Spanish fusion restaurant serving nikkei-influenced sushi and creative fusion dishes.,OPEN — on official MAD website,,"Japanese, Asian, Spanish, European",https://img.logo.dev/kabukirestaurants.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Le Coq,T1,Airside,Restaurant,,,,,,,,,A French-Spanish chicken rotisserie restaurant serving roasted free-range chicken with French and Spanish sides.,OPEN — on official MAD website,,"French, European, Steak, Grill Chicken & BBQ",
Pura Brasa,T1,Airside,"Restaurant, Spanish",,,,,,,,,"A Spanish wood-fired grill restaurant serving meats and fish cooked over charcoal, with Spanish sides and local wines.",OPEN — on official MAD website,,"Spanish, European, Steak, Grill Chicken & BBQ",
strEAT,"T1, T2, T3",Airside,"Restaurant, Street Food",,,,,,,,,strEAT is an international street food concept offering diverse global street food options under one roof.,OPEN — on official MAD website,,"Fast Food, International",
Tony Roma's,T1,Airside,"Restaurant, American",,,,,,,,,"Tony Roma's is an American casual dining chain that built its reputation on world-famous baby back ribs, alongside steaks, seafood, and a variety of shareable starters.", burgers and comfort food classics.,OPEN — on official MAD website,"American, Steak, Grill Chicken & BBQ",https://img.logo.dev/tonyromas.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Deliquo,T1,Airside,"Grab & Go, Market",,,,,,,,yes,"A Spanish deli and cafe serving freshly made bocadillos, tapas, and coffee in a casual setting.", salads and prepared meals.,OPEN — on official MAD website,"Spanish, European, Sandwiches & Deli",
RODILLA,"T1, T2",Airside,"Fast Food, Sandwiches",,,,,,,,yes,"A Spanish fast food chain serving bocadillos, sandwiches, and pastries — a classic Madrid institution since 1939.",OPEN — on official MAD website,,"Spanish, European, Fast Food",https://img.logo.dev/rodilla.es?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
SOHO Coffee,T1,Airside,"Coffee, Café",,,,,,,,,"SOHO Coffee is a British specialty coffee chain offering artisanal coffees, teas, and freshly prepared food in a warm, neighbourhood café atmosphere.", pastries and light bites.,OPEN — on official MAD website,Café,https://img.logo.dev/sohocoffee.co.uk?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Take Away,T1,Airside,"Grab & Go, Fast Food",,,,,,,,yes,"A grab-and-go food concept offering a variety of packaged meals, sandwiches, and snacks.", snacks and hot food to go.,OPEN — on official MAD website,Grab & Go,
La Place,T1,Airside,"Café, Grab & Go",,,,,,,,yes,"La Place is a Dutch café and food market chain offering fresh, hot meals, salads, pastries, and juices in a vibrant, self-service market-style setting.", salads and sandwiches.,OPEN — on official MAD website,"Café, European, Grab & Go",https://img.logo.dev/laplace.nl?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Viandas,T1,Airside,"Market, Grab & Go",,,,,,,,yes,"A Spanish charcuterie and deli serving premium Iberian meats, cheeses, and Spanish gourmet products.",OPEN — on official MAD website,,"Spanish, European, Sandwiches & Deli",
