name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Henderson's Bottle Shop,Terminal 1,Landside,"Bar, Pub",,,,,,,,,"A bottle shop and bar serving a curated selection of Canadian wines, craft beers, and spirits to enjoy in or take away.",OPEN — on official YYZ website,,Bar,
Ice Bar,Terminal 3,Airside,Bar,,,,,,,,,"An ice-themed cocktail bar serving cold drinks, spirits, and cocktails in a chilled setting.",OPEN — on official YYZ website,,Bar,
La Place,Terminal 1,Airside,"Café, Grab & Go",,,,,,,,yes,"La Place is a Dutch café and food market chain offering fresh, hot meals, salads, pastries, and juices in a vibrant, self-service market-style setting.", healthy made-to-order sandwiches. Gluten-free and vegan options.,OPEN — on official YYZ website,"Café, European, Grab & Go",https://img.logo.dev/laplace.nl?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
LEE Kitchen by Susur Lee,Terminal 1,Airside,"Restaurant, Asian",,,,,,,,,"An airport kitchen by Toronto celebrity chef Susur Lee, serving Asian-inspired fusion dishes with his signature bold flavour combinations.",OPEN — on official YYZ website,,Asian,
Marathi,Terminal 1,Airside,"Restaurant, Indian",,,,,,,,,"An Indian restaurant serving regional Indian dishes including curries, biryanis, and tandoor-cooked breads and meats.",OPEN — on official YYZ website,,Indian & South Asian,
Mill Street Brewery Pub,Terminal 1,Airside,"Bar, Brewery",,,,,,,,,"A pub from Toronto's Mill Street Brewery serving its award-winning organic lager, IPAs, and craft ales alongside pub food.",OPEN — on official YYZ website,,Bar,
Nobel Burger,Terminal 3,Airside,"Restaurant, Burgers",,,,,,,,,A gourmet burger bar serving high-quality beef and plant-based burgers with premium toppings and house sauces.,OPEN — on official YYZ website,,Burgers,
Osmow's Shawarma,Terminal 1,Airside,"Fast Food, Middle Eastern",,,,,,,,,A popular Toronto shawarma chain serving freshly carved chicken and beef shawarma in wraps and platters with garlic sauce.,OPEN — on official YYZ website,,Middle Eastern,
Paramount Fine Foods,Terminal 3,Airside,"Restaurant, Middle Eastern",,,,,,,,,"A Lebanese restaurant chain serving fresh-baked flatbreads, shawarma, falafel, and mezze in a lively casual setting.", free of sodium nitrate.,OPEN — on official YYZ website,Middle Eastern,https://img.logo.dev/paramountfinefoods.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Rock Squeeze,Terminal 1,Airside,"Bar, Whisky",,,,,,,,,A juice and smoothie bar serving freshly pressed cold juices and blended smoothies with fruit and superfood options.,OPEN — on official YYZ website,,"Healthy, Desserts",
Smashburger,Terminal 3,Airside,"Fast Food, Burgers",,,,,,,,,"Smashburger is an American fast-casual burger chain famous for its smashing technique, pressing beef patties on a hot griddle for a crispy, caramelised crust.", casual burger restaurant known for its smashed, seasoned and seared burgers. Vegetarian options.,Burgers,https://img.logo.dev/smashburger.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Smoke's Burritorie,Terminal 3,Airside,"Fast Food, Mexican",,,,,,,,yes,"A Canadian burrito concept from the Smoke's brand, serving overstuffed burritos with Mexican-Canadian fillings.",OPEN — on official YYZ website,,"Mexican, Latin American, Fast Food",https://img.logo.dev/smokesburritorie.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Smoke's Poutinerie,Terminal 3,Landside,Fast Food,,,,,,,,,"A Canadian poutine chain serving the national dish — fries, cheese curds, and gravy — in dozens of creative topping combinations.", made with fresh hand-cut fries and squeaky cheese curds.,OPEN — on official YYZ website,Canadian,https://img.logo.dev/smokespoutinerie.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 1,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 3,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 3,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal 3,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", personal drink at Starbucks.,OPEN — on official YYZ website,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 1,Airside,"Fast Food, Sandwiches",,,,,,,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads, flatbreads and soups.,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 1,Landside,"Fast Food, Sandwiches",,,,,,,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", fresh sandwiches and salads, made to order.,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 3,Airside,"Fast Food, Sandwiches",,,,,,,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", salads, flatbreads and soups.,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Subway,Terminal 3,Landside,"Fast Food, Sandwiches",,,,,,,,yes,"Subway is the world's largest submarine sandwich chain, offering customisable subs, wraps, and salads made to order on freshly baked bread with a wide choice of toppings.", chopped salads and more in Terminal 3.,OPEN — on official YYZ website,Sandwiches & Deli,https://img.logo.dev/subway.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tap & Pour,Terminal 3,Airside,"Bar, Restaurant",,,,,,,,,A craft beer bar with rotating taps of Canadian and international craft beers alongside bar snacks.,OPEN — on official YYZ website,,Bar,
Thai Express,Terminal 1,Airside,"Restaurant, Thai",,,,,,,,yes,"A Canadian Thai fast-food chain serving pad thai, green curry, and Thai rice and noodle dishes made to order.", traditional Thai food including noodles, rice,"Thai, Asian, Pan-Asian, Fast Food",https://img.logo.dev/thaiexpress.ca?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
The Burger Federation,Terminal 1,Airside,"Fast Food, Burgers",,,,,,,,,A gourmet burger concept serving handcrafted beef and plant-based burgers with creative toppings and sides.,OPEN — on official YYZ website,,Burgers,
The Dirty Bird Chicken & Waffles Express,Terminal 1,Airside,"Restaurant, Fast Food",,,,,,,,,"An express format of the Toronto favourite, serving crispy Southern-style fried chicken layered on fluffy waffles with maple syrup.", sandwiches and world-famous waffles.,OPEN — on official YYZ website,"American, Steak, Grill Chicken & BBQ",
The Hearth by Lynn Crawford,Terminal 1,Airside,Restaurant,,,,,,,,,"A warm, hearth-inspired restaurant by Canadian celebrity chef Lynn Crawford, serving seasonal Canadian comfort food and wood-fired dishes.", seasonal menu from Toronto chef Lynn Crawford with hearth-fired flatbreads and fresh salads.,OPEN — on official YYZ website,Canadian,
Tim Hortons,Terminal 1,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 1,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 1,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 1,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 1,Landside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 3,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 3,Airside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Tim Hortons,Terminal 3,Landside,"Coffee, Bakery",,,,,,,,,"Tim Hortons is Canada's most iconic coffee and baked goods chain, beloved for its double-double coffee, Timbits donut holes, and classic breakfast sandwiches.", specialty drinks, donuts and baked goods.,Café,https://img.logo.dev/timhortons.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Torteria San Cosme,Terminal 1,Airside,"Restaurant, Mexican",,,,,,,,,A Mexican restaurant serving authentic tortas — hearty Mexican sandwiches on crusty rolls — with a variety of traditional fillings.,OPEN — on official YYZ website,,"Mexican, Latin American",
Twist by Roger Mooking,Terminal 1,Airside,Restaurant,,,,,,,,,"A globally inspired restaurant by Canadian chef Roger Mooking, serving eclectic fusion dishes that blend Caribbean, Asian, and Canadian influences.",OPEN — on official YYZ website,,"American, International",https://img.logo.dev/twistbyrogermooking.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Upper Crust,Terminal 1,Airside,"Bakery, Café",,,,,,,,yes,"Upper Crust is a British airport sandwich and food chain specialising in freshly filled baguettes, pastries, and hot drinks, found across UK and international airports.",OPEN — on official YYZ website,,Sandwiches & Deli,https://img.logo.dev/uppercrust.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Urban Crave,Terminal 3,Airside,Restaurant,,,,,,,,,"Urban Crave is an American casual dining concept found in airports, offering gourmet burgers, sandwiches, and comfort food.",OPEN — on official YYZ website,,American,
Urban Market,Terminal 3,Airside,"Market, Grab & Go",,,,,,,,yes,"A market-style café offering fresh salads, sandwiches, artisan snacks, and grab-and-go items for travellers.", plus packaged snacks and drinks.,OPEN — on official YYZ website,"Café, Grab & Go",https://img.logo.dev/urbanmarketonline.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Vinifera,Terminal 1,Airside,"Bar, Wine Bar",,,,,,,,,"Vinifera is an upscale airport wine bar offering a curated wine list, cheese, and charcuterie for wine enthusiasts on the move.", sandwiches, salads and baked goods with wine.,Bar,
Vinifera,Terminal 3,Airside,"Bar, Wine Bar",,,,,,,,,"Vinifera is an upscale airport wine bar offering a curated wine list, cheese, and charcuterie for wine enthusiasts on the move.", plus small plates.,OPEN — on official YYZ website,Bar,
Vino Volo,Terminal 3,Airside,"Bar, Wine Bar",,,,,,,,,"Vino Volo is an American airport wine bar and restaurant offering a carefully curated wine list with food pairings in a sophisticated, relaxed setting.", enjoyed with local and international bites.,OPEN — on official YYZ website,Bar,https://img.logo.dev/vinovolo.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Vino Volo Wine Bar,Terminal 3,Airside,"Bar, Wine Bar",,,,,,,,,"A US wine bar chain offering a rotating selection of wines by the glass, paired with artisan cheeses and small plates.",OPEN — on official YYZ website,,Bar,
Wahlburgers,Terminal 1,Airside,"Restaurant, Burgers",,,,,,,,,"Wahlburgers is an American burger chain co-founded by the Wahlberg family, serving hand-crafted burgers, sides, and milkshakes in a casual, fun atmosphere.",OPEN — on official YYZ website,,Burgers,https://img.logo.dev/wahlburgers.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Wahlburgers,Terminal 1,Airside,"Restaurant, Burgers",,,,,,,,,"Wahlburgers is an American burger chain co-founded by the Wahlberg family, serving hand-crafted burgers, sides, and milkshakes in a casual, fun atmosphere.",OPEN — on official YYZ website,,Burgers,https://img.logo.dev/wahlburgers.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Wendy's,Terminal 3,Landside,Fast Food,,,,,,,,,"Wendy's is an American international fast food chain known for its square, fresh, never-frozen beef burgers, the iconic Frosty dessert, and made-to-order menu served since 1969.", chili and Frostys.,OPEN — on official YYZ website,"Fast Food, Burgers",https://img.logo.dev/wendys.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
