name,terminal,airside,categories,lat,lon,phone,website,opening_hours,floor_level,wheelchair,takeaway,description,verified_status,osm_id,cuisine,logo_url
Camden Food Company - Gates 50-59,Terminal A & B,Airside,Restaurant,,,,,,,,,"A market-inspired food company serving fresh salads, sandwiches, and grab-and-go items.", salads and hot meals with quality ingredients.,OPEN — on official MCO website,"Grab & Go, Sandwiches & Deli",
Carvel,Terminal A & B,Airside,"Ice Cream, Dessert",,,,,,,,,"Carvel is an American ice cream chain famous for its soft-serve, iconic Fudgie the Whale and Cookie Puss ice cream cakes, and signature flying saucer sandwiches.",OPEN — on official MCO website,,Desserts,
Carvel,Terminal A & B,Airside,"Ice Cream, Dessert",,,,,,,,,"Carvel is an American ice cream chain famous for its soft-serve, iconic Fudgie the Whale and Cookie Puss ice cream cakes, and signature flying saucer sandwiches.",OPEN — on official MCO website,,Desserts,
Cask & Larder - Gates 100-129,Terminal A & B,Airside,"Restaurant, Bar",,,,,,,,,A Florida craft brewery and Southern-inspired restaurant serving house-brewed beers alongside Southern-style dishes.,OPEN — on official MCO website,,"Bar, American",
Cask & Larder Provisions - Terminal C Palm Court,Terminal C,Airside,"Market, Grab & Go",,,,,,,,,"A market-style provisions counter from Cask & Larder offering grab-and-go meals, craft beers, and locally inspired items.",OPEN — on official MCO website,,"American, Bar",
Cask & Larder Public House - Terminal C Palm Court,Terminal C,Airside,"Bar, Restaurant",,,,,,,,,A craft brewery public house serving their award-winning Florida craft beers with Southern comfort food.,OPEN — on official MCO website,,"Bar, American",
Chick-fil-A - Food Court,Terminal A & B,Airside,Fast Food,,,,,,,,,"The beloved American chicken fast food chain serving their signature chicken sandwiches, waffle fries, and lemonade.",OPEN — on official MCO website,,Fast Food,
Chick-fil-A - Terminal C Palm Court,Terminal C,Airside,Fast Food,,,,,,,,,A second Chick-fil-A location in Terminal C serving their classic chicken sandwiches and waffle fries.,OPEN — on official MCO website,,Fast Food,
Chipotle,Terminal A & B,Airside,"Fast Food, Mexican",,,,,,,,,"Chipotle Mexican Grill is an American fast-casual chain known for its customisable burritos, bowls, tacos, and salads made with responsibly sourced, fresh ingredients.", bowls, tacos and fresh ingredients.,"Mexican, Latin American",https://img.logo.dev/chipotle.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Cinnabon,Terminal A & B,Airside,"Bakery, Snacks",,,,,,,,,"Cinnabon is an American bakery chain world-famous for its freshly baked, gooey cinnamon rolls made with signature Makara cinnamon and cream cheese frosting.",OPEN — on official MCO website,,Bakery,https://img.logo.dev/cinnabon.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Cucina & Co. - Gates C230-C245,Terminal C,Airside,"Restaurant, Italian",,,,,,,,,"An Italian-American cafe and deli serving fresh pasta, sandwiches, salads, and coffee in a casual setting.", pizza and antipasti.,OPEN — on official MCO website,"Italian, American",
Desano Pizzeria - Terminal C Palm Court,Terminal C,Airside,"Restaurant, Pizza",,,,,,,,,An Orlando artisan Neapolitan pizza restaurant serving hand-stretched pizzas with imported Italian ingredients.,OPEN — on official MCO website,,"Pizza, Italian",
Baskin-Robbins,Terminal A & B,Airside,"Coffee, Bakery, Ice Cream",,,,,,,,,"Baskin-Robbins is one of the world's largest ice cream specialty chains, renowned for its iconic 31 flavours concept and wide range of ice cream cakes and sundaes.",OPEN — on official MCO website,,Desserts,https://img.logo.dev/baskinrobbins.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Baskin-Robbins,Entire Airport,Airside,"Coffee, Bakery, Ice Cream",,,,,,,,,"Baskin-Robbins is one of the world's largest ice cream specialty chains, renowned for its iconic 31 flavours concept and wide range of ice cream cakes and sundaes.",OPEN — on official MCO website,,Desserts,https://img.logo.dev/baskinrobbins.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
FarmAir's Market - Gate 103,Terminal A & B,Airside,"Market, Grab & Go",,,,,,,,,"A farm-to-table market concept offering fresh, locally sourced grab-and-go meals, produce, and snacks.", salads, snacks and beverages.,Grab & Go,
FarmAir's Market - Gate 123,Terminal A & B,Airside,"Market, Grab & Go",,,,,,,,,A second FarmAir's Market location offering fresh locally sourced food items and beverages., salads, snacks and beverages.,Grab & Go,
Firehouse Subs - Food Court,Terminal A & B,Airside,"Fast Food, Sandwiches",,,,,,,,,"A Florida-founded sub sandwich chain inspired by firehouse culture, serving hearty hot and cold subs piled with meats and toppings.",OPEN — on official MCO website,,Sandwiches & Deli,
Fresh Attractions,Terminal A & B,Airside,Market,,,,,,,,,"Fresh Attractions is an airport food concept offering freshly prepared, attractively presented meals and snacks for travellers.", beverages and grab-and-go items for travellers.,OPEN — on official MCO website,"Café, Grab & Go",
Gastrohub - Gates 30-59,Terminal A & B,Airside,Restaurant,,,,,,,,,A food hall concept featuring multiple local and national restaurant brands serving diverse cuisine.,OPEN — on official MCO website,,Grab & Go,
Gastrohub To Go - Gates 30-59,Terminal A & B,Airside,"Grab & Go, Fast Food",,,,,,,,,"The grab-and-go version of the Gastrohub food hall, offering quick packaged meals and snacks.",OPEN — on official MCO website,,Grab & Go,
Green Leaf's Beyond Great Salads - Gates 100-129,Terminal A & B,Airside,"Restaurant, Salads",,,,,,,,,"A salad-focused restaurant serving customizable fresh salads, grain bowls, and healthy wraps.",OPEN — on official MCO website,,Healthy,
Greenbeat - Terminal C Palm Court,Terminal C,Airside,"Café, Healthy",,,,,,,,,"A health-focused smoothie and açai bar serving fresh blended drinks, bowls, and nutritious snacks.", juices and nutritious snacks.,OPEN — on official MCO website,"Healthy, Desserts",
Harvest and Grounds,Terminal C,Airside,Café,,,,,,,,,A farm-inspired cafe and coffee concept serving locally sourced American comfort food and specialty coffee.,OPEN — on official MCO website,,"Café, American",
Hemisphere on LVL 9,Terminal A & B,Airside,"Restaurant, Bar",,,,,,,,,A bar and restaurant on the 9th floor serving panoramic views alongside cocktails and international American dishes.,OPEN — on official MCO website,,"Bar, American",
Jersey Mike's,Terminal A & B,Airside,"Fast Food, Sandwiches",,,,,,,,,"Jersey Mike's is an American sub sandwich chain known for its fresh-sliced, authentic East Coast-style subs served 'Mike's Way' with oil, vinegar, and seasonings.",OPEN — on official MCO website,,Sandwiches & Deli,https://img.logo.dev/jerseymikes.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Le Grand Comptoir - Gate 22,Terminal A & B,Airside,"Restaurant, Bar",,,,,,,,,"A French-inspired brasserie and wine bar serving classic French bistro dishes, wines, and champagne.",OPEN — on official MCO website,,"French, European",
Lobby Bar at Hyatt Regency,Terminal A & B,Landside,Bar,,,,,,,,,"A hotel lobby bar at the Hyatt Regency serving cocktails, wines, and light bar bites.",OPEN — on official MCO website,,Bar,
Market by Villa,Terminal A & B,Airside,"Market, Grab & Go",,,,,,,,,"A gourmet market concept offering prepared meals, specialty snacks, and upscale grab-and-go items.", beverages and travel essentials by Villa Italian Kitchen.,OPEN — on official MCO website,Grab & Go,
McCoy's Bar & Grill To-Go,Terminal A & B,Airside,"Grab & Go, Bar",,,,,,,,,"The grab-and-go version of McCoy's serving pre-packaged sandwiches, meals, and beverages.",OPEN — on official MCO website,,Grab & Go,
McCoy's Bar & Grill at Hyatt Regency - Level 4,Terminal A & B,Landside,"Restaurant, Bar",,,,,,,,,"An American bar and grill at the Hyatt Regency serving burgers, grilled entrees, and cocktails.", wings and cocktails.,OPEN — on official MCO website,"Bar, American",
McDonald's,Terminal A & B,Airside,Fast Food,,,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries and breakfast items served all day.,OPEN — on official MCO website,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
McDonald's,Terminal A & B,Airside,Fast Food,,,,,,,,,"McDonald's is the world's largest fast food chain, serving billions of customers daily with iconic menu items including the Big Mac, McChicken, and golden french fries.", fries and breakfast items served all day.,OPEN — on official MCO website,Fast Food,https://img.logo.dev/mcdonalds.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Moe's Southwest Grill,Terminal A & B,Airside,"Fast Food, Mexican",,,,,,,,,"Moe's Southwest Grill is an American fast-casual Mexican chain known for its 'Welcome to Moe's!' greeting, customisable burritos, and free chips and salsa with every order.",OPEN — on official MCO website,,"Mexican, Latin American",https://img.logo.dev/moes.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Nathan's Famous,Terminal A & B,Airside,Fast Food,,,,,,,,,"Nathan's Famous is an iconic American hot dog brand founded in 1916 on Coney Island, New York, home of the world-famous Fourth of July Hot Dog Eating Contest.",OPEN — on official MCO website,,"Fast Food, American",https://img.logo.dev/nathansfamous.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
On the Border,Terminal A & B,Airside,"Restaurant, Mexican",,,,,,,,,"On the Border Mexican Grill & Cantina is an American Tex-Mex chain offering fajitas, enchiladas, margaritas, and signature house-made chips and salsa in a festive setting.", enchiladas and signature margaritas.,OPEN — on official MCO website,"Mexican, Latin American, American",https://img.logo.dev/ontheborder.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
On the Border,Terminal A & B,Airside,"Fast Food, Mexican",,,,,,,,,"On the Border Mexican Grill & Cantina is an American Tex-Mex chain offering fajitas, enchiladas, margaritas, and signature house-made chips and salsa in a festive setting.",OPEN — on official MCO website,,"Mexican, Latin American, American",https://img.logo.dev/ontheborder.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Orange County Brewery,Terminal A & B,Airside,"Bar, Brewery",,,,,,,,,"A Florida craft brewery tap room serving their range of craft ales, IPAs, and lagers alongside pub food.",OPEN — on official MCO website,,Bar,
Orange County Brewery - Gates C230-C245,Terminal C,Airside,"Bar, Brewery",,,,,,,,,A second Orange County Brewery location serving Florida craft beers and bar bites near the C gates.,OPEN — on official MCO website,,Bar,
Orlando Pride City Pub,Terminal A & B,Airside,"Bar, Pub",,,,,,,,,"An Orlando-themed pub celebrating local sports culture, serving beers, cocktails, and casual American pub food.",OPEN — on official MCO website,,"Bar, American",
Outback Steakhouse,Terminal A & B,Airside,Restaurant,,,,,,,,,"Outback Steakhouse is an Australian-themed American steakhouse chain known for its Bloomin' Onion, wood-fire grilled steaks, and relaxed outback-inspired atmosphere.",OPEN — on official MCO website,,"Steak, Grill Chicken & BBQ",https://img.logo.dev/outback.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Outback Take Away - Gates 70-79,Terminal A & B,Airside,Grab & Go,,,,,,,,,"A grab-and-go version of the Outback Steakhouse concept, offering packaged steakhouse meals and sides.",OPEN — on official MCO website,,"American, Steak, Grill Chicken & BBQ",
Panda Express,Terminal A & B,Airside,"Fast Food, Asian",,,,,,,,,"Panda Express is America's largest Chinese fast food chain, known for its Orange Chicken, Kung Pao Beef, and customisable plate combos with fried rice and noodles.",OPEN — on official MCO website,,"American, Chinese, Asian",https://img.logo.dev/pandaexpress.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Ravenous Pig Brewing Co. General Store - Gates C230-C245,Terminal C,Airside,"Bar, Brewery",,,,,,,,,"An outpost of the acclaimed Orlando craft brewery and gastropub, serving their craft beers and Southern-inspired snacks.",OPEN — on official MCO website,,"Bar, American",
illy,Terminal C,Airside,"Coffee, Café",,,,,,,,,"illy is a premium Italian coffee brand and café operator renowned for its signature single-blend espresso, sustainably sourced Arabica beans, and global café concepts.",OPEN — on official MCO website,,Café,https://img.logo.dev/illy.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Revive - Gate 80,Terminal A & B,Airside,"Café, Grab & Go",,,,,,,,,"A health and wellness snack station offering fresh juices, smoothies, and nutritious snacks.", smoothies and light bites.,OPEN — on official MCO website,Healthy,
Revive - Gate 90,Terminal A & B,Airside,"Café, Grab & Go",,,,,,,,,A health food and juice concept offering smoothies and fresh food items near Gate 90., smoothies and light bites.,OPEN — on official MCO website,Healthy,
Romano's Macaroni Grill,Terminal A & B,Airside,"Restaurant, Italian",,,,,,,,,"Romano's Macaroni Grill is an American casual dining chain offering a rustic Italian-American menu of house-made pastas, wood-fired pizzas, and classic Italian entrées.",OPEN — on official MCO website,,"Italian, American",https://img.logo.dev/macaronigrill.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Romano's On the Fly,Terminal A & B,Airside,"Grab & Go, Italian",,,,,,,,,"A grab-and-go concept from Romano's Macaroni Grill, offering Italian pasta, sandwiches, and prepared meals.",OPEN — on official MCO website,,"Grab & Go, Italian",
Sbarro,Terminal A & B,Airside,"Fast Food, Pizza",,,,,,,,,"Sbarro is an Italian-American pizza chain synonymous with mall and food court dining, known for its giant New York-style pizza slices, stromboli, and pasta dishes.",OPEN — on official MCO website,,"Pizza, Italian",https://img.logo.dev/sbarro.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Shake Shack,Terminal C,Airside,"Fast Food, Burgers",,,,,,,,,"Shake Shack is an American fast-casual chain that began as a hot dog cart in NYC's Madison Square Park, now globally renowned for its ShackBurger, crinkle-cut fries, and hand-spun shakes.", flat-top dogs, crinkle-cut fries and frozen custard shakes.,Burgers,https://img.logo.dev/shakeshack.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Snack and Drink Vending Machine,Terminal A & B,Airside,Vending Machine,,,,,,,,,An automated vending machine stocking packaged snacks and beverages for quick 24-hour access.,OPEN — on official MCO website,,Grab & Go,
Snack and Drink Vending Machine,Terminal A & B,Airside,Vending Machine,,,,,,,,,An automated vending machine stocking packaged snacks and beverages for quick 24-hour access.,OPEN — on official MCO website,,Grab & Go,
Snack and Drink Vending Machine,Terminal A & B,Airside,Vending Machine,,,,,,,,,An automated vending machine stocking packaged snacks and beverages for quick 24-hour access.,OPEN — on official MCO website,,Grab & Go,
Starbucks,Terminal A & B,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal A & B,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal A & B,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal A & B,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal C,Airside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Starbucks,Terminal A & B,Landside,"Coffee, Café",,,,,,,,,"Starbucks is the world's largest coffeehouse chain, offering handcrafted espresso beverages, Frappuccinos, teas, and seasonal drinks alongside food items and merchandise.", teas, sandwiches and snacks.,Café,https://img.logo.dev/starbucks.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Summer House Orlando - Terminal C Palm Court,Terminal C,Airside,"Restaurant, Bar",,,,,,,,,"A fresh, farm-focused restaurant serving seasonal American dishes, fresh pastas, and handcrafted cocktails in a bright, airy setting.",OPEN — on official MCO website,,American,
Sunshine Diner by Chef Art Smith - Gates C230-C245,Terminal C,Airside,"Restaurant, American",,,,,,,,,"A Florida sunshine-themed diner from celebrity chef Art Smith, serving Southern comfort breakfast, fried chicken, and American classics.",OPEN — on official MCO website,,American,
Tacos Locos - Gates 70-79,Terminal A & B,Airside,"Fast Food, Mexican",,,,,,,,,A quick Mexican taco stand serving street-style tacos with classic and creative fillings., burritos and Mexican street food.,OPEN — on official MCO website,"Mexican, Latin American",
The Scoop,Terminal C,Airside,"Ice Cream, Dessert",,,,,,,,,"The Scoop is an ice cream and dessert concept offering freshly scooped ice cream, shakes, and sweet treats.",OPEN — on official MCO website,,Desserts,
Urban Crave - Gates 1-29,Terminal A & B,Airside,Restaurant,,,,,,,,,"An urban-style casual restaurant serving American burgers, sandwiches, and comfort food.",OPEN — on official MCO website,,American,
Villa Italian Kitchen,Terminal A & B,Airside,"Fast Food, Italian",,,,,,,,,"Villa Italian Kitchen is an American fast-casual Italian chain found in malls and food courts, serving Neapolitan-style pizza by the slice, pasta, and Italian entrées.", pasta and salads.,OPEN — on official MCO website,"Pizza, Italian",https://img.logo.dev/villaitaliankitchen.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
Vino Volo - Gates 70-79,Terminal A & B,Airside,"Bar, Wine Bar",,,,,,,,,A wine bar serving a curated selection of wines by the glass alongside cheese plates and charcuterie boards.,OPEN — on official MCO website,,Bar,
Wine Bar George - Terminal C Palm Court,Terminal C,Airside,"Bar, Wine Bar",,,,,,,,,"A wine bar from master sommelier George Miliotes, offering an extensive wine list with over 140 wines and small plates.",OPEN — on official MCO website,,Bar,
ZaZa To Go - Gates 1-29,Terminal A & B,Airside,"Grab & Go, Fast Food",,,,,,,,,"A grab-and-go concept offering Mediterranean and international sandwiches, wraps, and prepared meals.", snacks and beverages.,OPEN — on official MCO website,"Grab & Go, Mediterranean",
raw JUCE,Terminal C,Airside,"Café, Juice Bar",,,,,,,,,"raw JUCE is an American cold-pressed juice and wellness brand offering organic, HPP-processed juices, smoothies, açaí bowls, and plant-based food for health-conscious consumers.", smoothies and plant-based snacks.,OPEN — on official MCO website,Healthy,https://img.logo.dev/rawjuce.com?token=pk_ESVPZKxARPS4xn3hrJIFiA&size=200&format=png
